rank,name,age,country,track,date,minutes,seconds
2952,Paola Gajdukevich                ,L? ,RUS,Moscow (RUS)             ,21-Nov-19,3,82
2953,Aleksandra Łozińska              ,LC2,POL,Warsaw (POL)             ,29-Feb-20,3,86
2954,Karina Norkulova                 ,LC2,RUS,Chelyabinsk (RUS)        ,28-Jan-20,3,1
2955,Nienke Verdoorn                  ,LC1,NED,Tilburg (NED)            ,21-Dec-19,3,106
2955,Melissa Buijnink                 ,LN3,NED,Den Haag (NED)           ,8-Mar-20,3,106
2957,Elizaveta Zheltoukhova           ,LB1,RUS,Omsk (RUS)               ,6-Feb-20,3,108
2958,Ramona van Leeuwen-van Noort     ,L50,NED,Haarlem (NED)            ,5-Jan-20,3,11
2959,Emily Doucette                   ,L? ,CAN,Halifax (CAN)            ,25-Jan-20,3,115
2960,Esmee van Randeraat              ,LYD,NED,Den Haag (NED)           ,19-Jan-20,3,119
2961,Leni Pastoors                    ,LC1,GER,Grefrath (GER)           ,18-Jan-20,3,124
2961,Polina Stepanova                 ,L? ,RUS,Moscow (RUS)             ,11-Feb-20,3,124
2963,Yilin Liu                        ,L? ,CAN,Calgary (CAN)            ,11-Jan-20,3,143
2964,Janny Straatsma                  ,L50,NED,Eindhoven (NED)          ,15-Feb-20,3,153
2965,Julia-Rosa Jansen                ,LC2,NED,Haarlem (NED)            ,8-Dec-19,3,155
2966,Anastasiya Raznoglazova          ,LC1,RUS,Chita (RUS)              ,12-Mar-20,3,159
2967,Philippa Draper                  ,LB1,GBR,Seinäjoki (FIN)          ,22-Feb-20,3,161
2968,Gurbazar Nomin-Erdene (2003)     ,LB2,MGL,Ulaanbaatar (MGL)        ,18-Jan-20,3,168
2969,Evita Lieste                     ,L30,NED,Utrecht (NED)            ,1-Mar-20,3,18
2970,Raiki Hatakeyama                 ,L? ,JPN,Obihiro (JPN)            ,25-Jan-20,3,186
2971,Seline Onrust                    ,LN1,NED,Hoorn (NED)              ,1-Dec-19,3,189
2972,Marie Hagenbach                  ,LN3,GER,Berlin (GER)             ,4-Jan-20,3,2
2973,Hilles Hamersley                 ,L55,CAN,Collalbo (ITA)           ,24-Jan-20,3,225
2974,Ingeborg Sjøthun                 ,LYB,NOR,Stavanger (NOR)          ,22-Jan-20,3,226
2974,Aleksandra Masur                 ,LB2,RUS,Chelyabinsk (RUS)        ,28-Jan-20,3,226
2974,Anna Maslennikova                ,LC2,RUS,Chelyabinsk-Inga (RUS)   ,8-Feb-20,3,226
2977,Hiroko Miyagawa                  ,L? ,JPN,Fujikyu (JPN)            ,18-Jan-20,3,227
2978,Kseniya Gordeeva                 ,LC2,RUS,Chelyabinsk-Inga (RUS)   ,8-Feb-20,3,236
2979,Mette Quaedflieg                 ,LA2,GER,Grefrath (GER)           ,23-Nov-19,3,24
2980,Joni Bos                         ,LC2,NED,Alkmaar (NED)            ,16-Nov-19,3,242
2980,Thea Larsen Mjøs                 ,LYA,NOR,Bergen (NOR)             ,14-Dec-19,3,242
2982,Anna Vesnyanaya                  ,LB2,RUS,Birobidzhan (RUS)        ,14-Dec-19,3,244
2982,Roos de Boer                     ,LA1,NED,Alkmaar (NED)            ,18-Jan-20,3,244
2984,Xi Sun                           ,L? ,CHN,Harbin (CHN)             ,7-Dec-19,3,257
2984,Annick Aarsen                    ,LN2,NED,Haarlem (NED)            ,15-Feb-20,3,257
2986,Valeriya Sharapova               ,L? ,RUS,Irkutsk (RUS)            ,3-Jan-20,3,275
2987,Darya Popova (2004)              ,LB1,RUS,Vologda (RUS)            ,14-Dec-19,3,281
2988,Yana Spurgyash                   ,L? ,BLR,Minsk (BLR)              ,13-Mar-20,3,283
2989,Mariya Davydova                  ,L? ,BLR,Minsk (BLR)              ,13-Mar-20,3,288
2990,Kristina Dunaeva                 ,LC1,RUS,Chelyabinsk-Inga (RUS)   ,8-Feb-20,3,29
2991,Zhanna Sosunova                  ,L45,RUS,Kolomna (RUS)            ,29-Feb-20,3,309
2992,Chuluuntsetseg Tsengelbayar      ,LB1,MGL,Ulaanbaatar (MGL)        ,18-Jan-20,3,321
2993,Amber Admiraal                   ,LN2,NED,Alkmaar (NED)            ,9-Nov-19,3,348
2994,Arina Gabova                     ,L? ,RUS,Vologda (RUS)            ,14-Dec-19,3,351
2995,Marianne Reece                   ,L50,AUS,Innsbruck (AUT)          ,17-Jan-20,3,357
2996,Fleur Jonker                     ,LYA,NED,Alkmaar (NED)            ,15-Feb-20,3,361
2996,Jente Zwijnenburg                ,LB2,NED,Utrecht (NED)            ,23-Feb-20,3,361
2998,Jamy Blaauw                      ,LYA,NED,Haarlem (NED)            ,2-Feb-20,3,365
2999,Tatyana Knyazeva                 ,LA1,RUS,Olenegorsk (RUS)         ,5-Jan-20,3,371
3000,Malou van Elburg                 ,LB1,NED,Utrecht (NED)            ,1-Mar-20,3,375
3001,Anna Fallscheer                  ,LB2,GER,Inzell (GER)             ,18-Jan-20,3,378
3002,Emma Kielstra                    ,LC1,NED,Utrecht (NED)            ,29-Feb-20,3,382
3003,Isabel Erasmus                   ,L? ,CAN,Calgary (CAN)            ,16-Feb-20,3,392
3004,Bryn Hallam                      ,LB1,CAN,Fort Saint John (CAN)    ,14-Sep-19,3,4
3005,Marjolijn Mönnink                ,L55,NED,Utrecht (NED)            ,18-Jan-20,3,407
3006,Valeriya Popova                  ,L? ,RUS,Vologda (RUS)            ,14-Dec-19,3,411
3007,Denise Ullrich                   ,L60,USA,Lake Placid (USA)        ,31-Jan-20,3,412
3008,Lisa Spruijt                     ,LC2,NED,Haarlem (NED)            ,1-Feb-20,3,43
3009,Valeriya Vlasova (2003)          ,LB2,RUS,Vologda (RUS)            ,14-Dec-19,3,435
3010,Marte Willemsen                  ,LA1,NED,Eindhoven (NED)          ,8-Feb-20,3,442
3011,Tanith Turner                    ,LN1,GBR,Den Haag (NED)           ,8-Dec-19,3,447
3012,Sophie Neil                      ,LC2,CAN,Calgary (CAN)            ,16-Feb-20,3,45
3013,Grace Sullivan                   ,L? ,CAN,Halifax (CAN)            ,25-Jan-20,3,451
3014,Sophie Kent-Purcell              ,L? ,CAN,Halifax (CAN)            ,25-Jan-20,3,456
3015,Natalya Kaloshina                ,L45,RUS,Moscow (RUS)             ,25-Jan-20,3,466
3016,Ella Cagle                       ,LC1,USA,Roseville (USA)          ,25-Jan-20,3,473
3017,Sofiya Dmitrieva                 ,LC2,RUS,Perm (RUS)               ,8-Feb-20,3,485
3018,Jiaman Ni                        ,L? ,CHN,Harbin (CHN)             ,7-Dec-19,3,499
3019,Janka Kiss                       ,L? ,HUN,Budapest (HUN)           ,1-Feb-20,3,506
3020,Irene Hörnschemeyer              ,LYB,GER,Grefrath (GER)           ,29-Feb-20,3,512
3021,Tessa Ruissen                    ,LC1,NED,Haarlem (NED)            ,8-Dec-19,3,513
3022,Polina Moiseeva                  ,L? ,RUS,Irkutsk (RUS)            ,3-Jan-20,3,521
3023,Diana Nosova                     ,LC1,RUS,Kirov (RUS)              ,11-Jan-20,3,527
3024,Iiris Vuorisalo                  ,L? ,FIN,Seinäjoki (FIN)          ,7-Mar-20,3,539
3025,Asiya Madaminova                 ,LYA,RUS,Perm (RUS)               ,8-Feb-20,3,543
3026,Josephine Verhaeren              ,L55,NED,Eindhoven (NED)          ,15-Feb-20,3,546
3027,Carlijn Kapelle                  ,LC2,NED,Tønsberg (NOR)           ,26-Jan-20,3,558
3028,Shanna van Kessel                ,LN3,NED,Nijmegen (NED)           ,26-Jan-20,3,566
3029,Galina Dubikova                  ,LC1,RUS,Olenegorsk (RUS)         ,6-Mar-20,3,567
3030,Sara Hemmer                      ,L60,NOR,Geithus (NOR)            ,22-Feb-20,3,581
3030,Irina Epimakhova                 ,LC2,RUS,Chelyabinsk (RUS)        ,11-Mar-20,3,581
3032,Arina Gereg                      ,L? ,RUS,Saint Petersburg (RUS)   ,19-Nov-19,3,585
3033,Simone Vogelaar                  ,LN2,NED,Utrecht (NED)            ,30-Nov-19,3,593
3034,Beike Biemans                    ,L40,NED,Breda (NED)              ,16-Feb-20,3,615
3035,Marielle Dijkers                 ,L45,NED,Den Haag (NED)           ,8-Mar-20,3,638
3036,Carol Moore                      ,L70,USA,Lake Placid (USA)        ,31-Jan-20,3,65
3037,Yuliya Grebennikova              ,LC1,RUS,Kolomna (RUS)            ,11-Oct-19,3,651
3038,Susanne Vangen Stensvaag         ,L45,NOR,Hamar (NOR)              ,4-Jan-20,3,656
3039,Inka Boldingh Debernard          ,LYA,NOR,Hamar (NOR)              ,1-Dec-19,3,663
3040,Olesya Mamlaeva                  ,L? ,RUS,Irkutsk (RUS)            ,3-Jan-20,3,671
3041,Verena Caspers                   ,LB2,GER,Grefrath (GER)           ,19-Jan-20,3,677
3042,Tatyana Gurova                   ,LC1,RUS,Chelyabinsk (RUS)        ,11-Dec-19,3,689
3043,Noor Smit                        ,LC2,NED,Amsterdam (NED)          ,4-Jan-20,3,695
3044,Sofya Graf                       ,LC1,RUS,Perm (RUS)               ,8-Feb-20,3,703
3045,Isa Stokkel                      ,LC2,NED,Haarlem (NED)            ,8-Feb-20,3,705
3046,Clare Upton                      ,L50,GBR,Innsbruck (AUT)          ,17-Jan-20,3,712
3047,Oona Koivupuisto                 ,LYB,FIN,Seinäjoki (FIN)          ,7-Mar-20,3,725
3048,Enkhmaa Anujin                   ,LB1,MGL,Ulaanbaatar (MGL)        ,18-Jan-20,3,728
3049,Avery Seman                      ,L? ,CAN,Calgary (CAN)            ,11-Jan-20,3,732
3050,Esmee van der Meer               ,LYA,NED,Den Haag (NED)           ,19-Jan-20,3,749
3051,Lisanne Kortleve                 ,LN3,NED,Breda (NED)              ,15-Feb-20,3,754
3052,Anna Baelde                      ,LC1,NED,Breda (NED)              ,8-Feb-20,3,781
3053,Angela Wasson                    ,L? ,CAN,Halifax (CAN)            ,25-Jan-20,3,798
3054,Marianne Bouchard                ,LYA,CAN,Lake Placid (USA)        ,11-Jan-20,3,806
3055,Olesya Zhabina                   ,LB1,RUS,Khabarovsk (RUS)         ,18-Jan-20,3,819
3056,Ethel Pennings-Graat             ,L45,NED,Breda (NED)              ,7-Mar-20,3,825
3057,Varvara Shadrina                 ,L? ,RUS,Saint Petersburg (RUS)   ,19-Nov-19,3,836
3057,Anna Duronová                    ,LYD,CZE,Inzell (GER)             ,5-Jan-20,3,836
3059,Ellen van Toor                   ,L60,NED,Den Haag (NED)           ,8-Mar-20,3,844
3060,Anastasiya Baranova              ,L? ,RUS,Kolomna (RUS)            ,14-Dec-19,3,874
3061,Genevieve Grenier-Fiset          ,LYB,CAN,Lake Placid (USA)        ,11-Jan-20,3,876
3062,Anastasia Astahova               ,L? ,UKR,Minsk (BLR)              ,29-Feb-20,3,888
3063,Satomi Nejo (20190050)           ,L? ,JPN,Hachinohe-Nagane (JPN)   ,3-Nov-19,3,893
3063,Isabella Arsenault               ,L? ,CAN,Lake Placid (USA)        ,4-Jan-20,3,893
3065,Ilse Calsbeek                    ,LC1,NED,Heerenveen (NED)         ,13-Oct-19,3,895
3066,Gulden Daukenova                 ,L? ,KAZ,Nur-Sultan (KAZ)         ,16-Jan-20,3,896
3067,Emily Johal                      ,L? ,CAN,Calgary (CAN)            ,16-Feb-20,3,9
3068,Magdaleena Valge                 ,LYA,EST,Tallinn (EST)            ,7-Mar-20,3,902
3069,Yui Sasaki                       ,L? ,JPN,Hachinohe-Nagane (JPN)   ,28-Dec-19,3,906
3070,Gerhild Hüser                    ,L60,GER,Erfurt (GER)             ,7-Dec-19,3,916
3071,Diana Korsunska                  ,L? ,UKR,Minsk (BLR)              ,29-Feb-20,3,941
3072,Roosmarijn Moura Meinsma         ,LYA,NED,Haarlem (NED)            ,2-Feb-20,3,956
3073,Lisa Feenstra                    ,LB2,NED,Eindhoven (NED)          ,8-Feb-20,3,969
3074,Corinna Wijmans                  ,L50,NED,Alkmaar (NED)            ,18-Jan-20,3,984
3074,Sandra Kwaks                     ,L45,NED,Haarlem (NED)            ,8-Feb-20,3,984
3076,Marina Mezenceva                 ,LC2,RUS,Divnogorsk (RUS)         ,4-Jan-20,3,989
3077,Caitlin Schouten                 ,LSA,NED,Amsterdam (NED)          ,16-Nov-19,3,994
3078,Valeriya Rubczova                ,LC2,RUS,Kirov (RUS)              ,11-Jan-20,3,995
3079,Karen Verrone                    ,L60,USA,Lake Placid (USA)        ,31-Jan-20,3,1017
3080,Tuva Sundsvold                   ,LC1,NOR,Hamar (NOR)              ,7-Mar-20,3,1018
3081,Alexia Neag                      ,L? ,ROU,Zakopane (POL)           ,20-Dec-19,3,1027
3082,Amelia Pettersson                ,LC1,SWE,Västerås (SWE)           ,19-Jan-20,3,1029
3083,Erika Leusink Kraft              ,L40,NED,Heerenveen (NED)         ,8-Feb-20,3,105
3084,Viktoriya Grechina               ,L? ,RUS,Kolomna (RUS)            ,14-Dec-19,3,1057
3085,Natalya Gorbacheva               ,LC1,RUS,Saint Petersburg (RUS)   ,19-Nov-19,3,1071
3086,Evgeniya Martynova               ,L? ,RUS,Vologda (RUS)            ,14-Dec-19,3,1086
3087,Anniek Manshanden                ,LN1,NED,Hoorn (NED)              ,13-Oct-19,3,1093
3088,Tatyana Shabarova                ,L? ,RUS,Saint Petersburg (RUS)   ,19-Nov-19,3,1096
3089,Juliette Larochelle              ,LC1,CAN,Lake Placid (USA)        ,11-Jan-20,3,1123
3090,Khalida Vorobyova                ,L70,RUS,Kolomna (RUS)            ,29-Feb-20,3,1156
3091,Kyeong-A Kim                     ,L50,KOR,Seoul (KOR)              ,21-Feb-20,3,1164
3092,Charlotte Bruring                ,LA1,NED,Utrecht (NED)            ,16-Nov-19,3,1178
3093,Yuliya Grebneva                  ,LB2,RUS,Perm (RUS)               ,8-Feb-20,3,118
3094,Karina Voronkova                 ,LC1,RUS,Kirov (RUS)              ,11-Jan-20,3,1187
3095,Ariane Joly                      ,LYB,CAN,Lake Placid (USA)        ,11-Jan-20,3,1193
3096,Helena Powierża                  ,L55,POL,Tomaszów-Mazowiecki (POL),9-Nov-19,3,1202
3097,Nadezhda Egorova                 ,L? ,KAZ,Nur-Sultan (KAZ)         ,3-Mar-20,3,1217
3098,Mako Takahashi                   ,L? ,JPN,Obihiro (JPN)            ,25-Jan-20,3,1222
3099,Anna Bakker                      ,LN1,NED,Breda (NED)              ,15-Feb-20,3,1224
3100,Zelda Welgraven                  ,LN1,NED,Deventer (NED)           ,25-Jan-20,3,1239
3101,Andreea Moldovan                 ,LC2,ROU,Zakopane (POL)           ,20-Dec-19,3,1264
3102,Margreet Kamper                  ,L50,NED,Amsterdam (NED)          ,16-Nov-19,3,1268
3103,Linnea Melgårdshagen             ,LYC,NOR,Hundorp (NOR)            ,15-Jan-20,3,1284
3104,Angelina Goryanova               ,LC1,RUS,Vologda (RUS)            ,14-Dec-19,3,13
3105,Elke Asjes                       ,LC2,NED,Amsterdam (NED)          ,16-Nov-19,3,1324
3106,Margarita Filippova              ,LB1,RUS,Moscow (RUS)             ,25-Jan-20,3,1353
3107,Therese Staal Brekke             ,L40,NOR,Geithus (NOR)            ,22-Feb-20,3,1391
3108,Hannah Grant                     ,LA2,GBR,Den Haag (NED)           ,8-Dec-19,3,1393
3109,Viktoriya Sysoeva                ,L? ,RUS,Kolomna (RUS)            ,5-Nov-19,3,1406
3109,Amgalanbayar Solongo             ,LB2,MGL,Ulaanbaatar (MGL)        ,18-Jan-20,3,1406
3111,Irene Heijink                    ,LN4,NED,Enschede (NED)           ,15-Feb-20,3,1452
3112,Nadezhda Dakhno                  ,L65,RUS,Kolomna (RUS)            ,7-Dec-19,3,1453
3113,Anna Talantopoulos               ,L? ,GER,Inzell (GER)             ,24-Nov-19,3,1467
3114,Elizaveta Golovko                ,LC1,KAZ,Nur-Sultan (KAZ)         ,3-Mar-20,3,1481
3115,Mariya Terekhina                 ,LC1,RUS,Kirov (RUS)              ,11-Jan-20,3,1483
3116,Mila Schreuder                   ,LC1,NED,Amsterdam (NED)          ,16-Nov-19,3,1491
3117,Meike Goud                       ,LA1,NED,Breda (NED)              ,8-Feb-20,3,1495
3118,Myrthe van de Grint              ,LB2,NED,Utrecht (NED)            ,22-Feb-20,3,151
3119,Yuqing Shi                       ,L? ,CHN,Harbin (CHN)             ,7-Dec-19,3,1511
3120,Lisandra Tarmet                  ,LYC,EST,Tallinn (EST)            ,7-Mar-20,3,1522
3121,Luvsandagva Altantsetseg         ,L65,MGL,Innsbruck (AUT)          ,17-Jan-20,3,1528
3122,Carla Schenkeveld                ,L55,NED,Utrecht (NED)            ,22-Feb-20,3,1535
3123,Lindsey Andeweg                  ,LSA,NED,Deventer (NED)           ,14-Dec-19,3,1548
3124,Justine Joly                     ,LYB,CAN,Lake Placid (USA)        ,11-Jan-20,3,1563
3125,Akeho Tooyama                    ,L? ,JPN,Ena (JPN)                ,13-Dec-19,3,1564
3126,Valentina Krivenko               ,L60,RUS,Kolomna (RUS)            ,29-Feb-20,3,1571
3127,Erdenesaikhan Nomingoo           ,LB2,MGL,Ulaanbaatar (MGL)        ,18-Jan-20,3,158
3128,Maria Hansen                     ,LYB,CAN,Fort Saint John (CAN)    ,11-Jan-20,3,1622
3129,Eva Bijsterbosch                 ,LC1,NED,Utrecht (NED)            ,16-Nov-19,3,1678
3130,Olesya Sorokina                  ,LC1,RUS,Nizhny Novgorod (RUS)    ,17-Dec-19,3,168
3131,Marie-Felix Guérin               ,LYB,CAN,Lake Placid (USA)        ,11-Jan-20,3,1695
3131,Biborka Szep                     ,L? ,ROU,Inzell (GER)             ,9-Feb-20,3,1695
3133,Cleo de Rooij                    ,LB1,NED,Haarlem (NED)            ,8-Feb-20,3,1706
3134,Felicity Beauregard              ,LC1,CAN,Calgary (CAN)            ,11-Jan-20,3,1714
3135,Sandra Aarsen-Maarse             ,L45,NED,Haarlem (NED)            ,8-Feb-20,3,1726
3136,Fiona Chandler                   ,LA2,CAN,Fort Saint John (CAN)    ,25-Jan-20,3,1744
3137,Kazuko Takahashi                 ,L? ,JPN,Ikaho (JPN)              ,18-Jan-20,3,1772
3138,Emma Sprukkelhorst               ,LB1,NED,Heerenveen (NED)         ,8-Feb-20,3,1808
3139,Imiliya Ivanova                  ,L? ,RUS,Nizhny Novgorod (RUS)    ,17-Dec-19,3,182
3140,Conny de Vrieze                  ,L60,NED,Breda (NED)              ,8-Feb-20,3,183
3141,Ella van der Sijde               ,LC1,NED,Utrecht (NED)            ,22-Feb-20,3,1832
3142,Lea Dostálová                    ,LB1,CZE,Tomaszów-Mazowiecki (POL),28-Sep-19,3,1855
3143,Viktoriya Bogdanova              ,LC1,RUS,Perm (RUS)               ,8-Feb-20,3,1866
3144,Ilse Adema                       ,LC1,NED,Utrecht (NED)            ,22-Feb-20,3,1875
3145,Siri Gihle Lund                  ,L55,NOR,Geithus (NOR)            ,29-Dec-19,3,1879
3146,Polina Artemenko                 ,L? ,UKR,Minsk (BLR)              ,29-Feb-20,3,1881
3147,Miriam T. Kind                   ,LYA,NOR,Hamar (NOR)              ,1-Dec-19,3,1886
3148,Anine Haugnæs Bjørklund          ,LYA,NOR,Gol (NOR)                ,22-Feb-20,3,1891
3149,Ekaterina Kostyukova             ,L? ,RUS,Saint Petersburg (RUS)   ,19-Nov-19,3,1893
3150,Annemijn Verbeek                 ,LC1,NED,Haarlem (NED)            ,29-Feb-20,3,1894
3151,Gertraud Budde                   ,L70,GER,Berlin (GER)             ,15-Feb-20,3,1916
3152,Iris Ludwig-Nemeth               ,L60,GER,Erfurt (GER)             ,7-Dec-19,3,1933
3153,Elle Borgen Steen                ,LYB,NOR,Stavanger (NOR)          ,18-Jan-20,3,1934
3154,Paulien Groeneveld               ,LSA,NED,Groningen (NED)          ,8-Feb-20,3,194
3155,Kirya Aldewereld                 ,LN2,NED,Den Haag (NED)           ,8-Mar-20,3,1953
3156,Julie Houle                      ,L55,CAN,Innsbruck (AUT)          ,17-Jan-20,3,1954
3157,Jiayi Hao                        ,L? ,CHN,Harbin (CHN)             ,7-Dec-19,3,1963
3158,Anastasiya Khvostova             ,LC2,RUS,Chita (RUS)              ,12-Mar-20,3,1994
3159,Julia Fikken                     ,LSA,NED,Enschede (NED)           ,15-Feb-20,3,2047
3160,Heike Gaasbeek                   ,L40,NED,Utrecht (NED)            ,16-Nov-19,3,209
3161,Petra van der Voorn              ,L55,AUT,Innsbruck (AUT)          ,17-Jan-20,3,2105
3162,Samuelle Tremblay                ,LYC,CAN,Lake Placid (USA)        ,11-Jan-20,3,2109
3163,Lisa Brandt                      ,LC1,NED,Amsterdam (NED)          ,16-Nov-19,3,2112
3164,Kimberly Vuurboom                ,LSA,NED,Utrecht (NED)            ,30-Nov-19,3,2115
3165,Sophie van Hout                  ,LC1,NED,Nijmegen (NED)           ,8-Dec-19,3,2119
3166,Henriëtte van den Heuvel         ,L65,NED,Eindhoven (NED)          ,8-Feb-20,3,2122
3167,Paulina Wierońska                ,L40,POL,Warsaw (POL)             ,1-Mar-20,3,2126
3168,Ulyana Naumenko                  ,LA1,RUS,Krasnoyarsk (RUS)        ,29-Feb-20,3,2133
3169,Ekaterina Lejko                  ,L? ,KAZ,Nur-Sultan (KAZ)         ,13-Feb-20,3,2139
3170,Natalya Dobychina                ,LC1,RUS,Vologda (RUS)            ,14-Dec-19,3,2155
3171,Elina Satdinova                  ,L? ,RUS,Ekaterinburg (RUS)       ,30-Nov-19,3,2169
